filename,uniprot_id
AF-A0A3Q7T5J7-F1-model_v6.pdb,A0A3Q7T5J7
AF-A0A3Q7UZI0-F1-model_v6.pdb,A0A3Q7UZI0
AF-A0A3Q7U502-F1-model_v6.pdb,A0A3Q7U502
AF-A0A3Q7QXL0-F1-model_v6.pdb,A0A3Q7QXL0
AF-A0A3Q7TF22-F1-model_v6.pdb,A0A3Q7TF22
AF-A0A3Q7T2K0-F1-model_v6.pdb,A0A3Q7T2K0
AF-H0XQ77-F1-model_v6.pdb,H0XQ77
AF-H0X436-F1-model_v6.pdb,H0X436
AF-A0A3Q7U0M5-F1-model_v6.pdb,A0A3Q7U0M5
AF-H0XGX2-F1-model_v6.pdb,H0XGX2
AF-H0X2X8-F1-model_v6.pdb,H0X2X8
AF-A0A8B7ABF2-F1-model_v6.pdb,A0A8B7ABF2
AF-A0A8B6ZN43-F1-model_v6.pdb,A0A8B6ZN43
AF-A0A3Q7T7F0-F1-model_v6.pdb,A0A3Q7T7F0
AF-A0A3Q7UZF8-F1-model_v6.pdb,A0A3Q7UZF8
AF-B5SNJ3-F1-model_v6.pdb,B5SNJ3
AF-A0A8B6ZXN8-F1-model_v6.pdb,A0A8B6ZXN8
AF-H0WN34-F1-model_v6.pdb,H0WN34
AF-A0A3Q7SBT7-F1-model_v6.pdb,A0A3Q7SBT7
AF-A0A3Q7TT24-F1-model_v6.pdb,A0A3Q7TT24
AF-A0A8B7AMD5-F1-model_v6.pdb,A0A8B7AMD5
AF-H0WHM8-F1-model_v6.pdb,H0WHM8
AF-A0A3Q7TX21-F1-model_v6.pdb,A0A3Q7TX21
AF-A0A8B6ZNK9-F1-model_v6.pdb,A0A8B6ZNK9
AF-A0A8B7AR48-F1-model_v6.pdb,A0A8B7AR48
AF-A0A8B7ARZ4-F1-model_v6.pdb,A0A8B7ARZ4
AF-A0A8B6ZWE4-F1-model_v6.pdb,A0A8B6ZWE4
AF-A0A8B6ZIU4-F1-model_v6.pdb,A0A8B6ZIU4
AF-A0A8B6ZL04-F1-model_v6.pdb,A0A8B6ZL04
AF-A0A8B7A1Y9-F1-model_v6.pdb,A0A8B7A1Y9
AF-A0A8C8X7H3-F1-model_v6.pdb,A0A8C8X7H3
AF-A0A8C8X471-F1-model_v6.pdb,A0A8C8X471
AF-A0A8C8X434-F1-model_v6.pdb,A0A8C8X434
AF-A0A8C8XRA5-F1-model_v6.pdb,A0A8C8XRA5
AF-A0A8B6ZQS3-F1-model_v6.pdb,A0A8B6ZQS3
AF-A0A8C8XP43-F1-model_v6.pdb,A0A8C8XP43
AF-A0A8B6ZYN3-F1-model_v6.pdb,A0A8B6ZYN3
AF-A0A8B7AF11-F1-model_v6.pdb,A0A8B7AF11
AF-A0A8C8Y667-F1-model_v6.pdb,A0A8C8Y667
AF-A0A8C8WLB6-F1-model_v6.pdb,A0A8C8WLB6
AF-A0A8C8WNJ5-F1-model_v6.pdb,A0A8C8WNJ5
AF-A0A8C8XWM4-F1-model_v6.pdb,A0A8C8XWM4
AF-A0A8C8XY52-F1-model_v6.pdb,A0A8C8XY52
AF-A0A8C8X687-F1-model_v6.pdb,A0A8C8X687
AF-A0A8C8Y219-F1-model_v6.pdb,A0A8C8Y219
AF-A0A8C8XQD9-F1-model_v6.pdb,A0A8C8XQD9
AF-A0A8B7A0N8-F1-model_v6.pdb,A0A8B7A0N8
AF-A0A8B7AQG5-F1-model_v6.pdb,A0A8B7AQG5
AF-A0A8C8WGS7-F1-model_v6.pdb,A0A8C8WGS7
AF-A0A8C9D6E7-F1-model_v6.pdb,A0A8C9D6E7
AF-A0A8C8XJC9-F1-model_v6.pdb,A0A8C8XJC9
AF-A0A8C8Y2F3-F1-model_v6.pdb,A0A8C8Y2F3
AF-A0A8C8XPH8-F1-model_v6.pdb,A0A8C8XPH8
AF-A0A8C8XVQ8-F1-model_v6.pdb,A0A8C8XVQ8
AF-A0A2Y9LFQ6-F1-model_v6.pdb,A0A2Y9LFQ6
AF-A0A2Y9JXJ5-F1-model_v6.pdb,A0A2Y9JXJ5
AF-A0A2Y9L316-F1-model_v6.pdb,A0A2Y9L316
AF-A0A2Y9IPD7-F1-model_v6.pdb,A0A2Y9IPD7
AF-A0A2Y9JDF2-F1-model_v6.pdb,A0A2Y9JDF2
AF-A0A2Y9L786-F1-model_v6.pdb,A0A2Y9L786
AF-A0A2Y9J3K0-F1-model_v6.pdb,A0A2Y9J3K0
AF-A0A2Y9LJT4-F1-model_v6.pdb,A0A2Y9LJT4
AF-A0A2Y9L6X5-F1-model_v6.pdb,A0A2Y9L6X5
AF-A0A2Y9KU28-F1-model_v6.pdb,A0A2Y9KU28
AF-A0A2Y9KYP2-F1-model_v6.pdb,A0A2Y9KYP2
AF-A0A2Y9K1Z0-F1-model_v6.pdb,A0A2Y9K1Z0
AF-A0A2Y9LEE0-F1-model_v6.pdb,A0A2Y9LEE0
AF-A0A2Y9LGI8-F1-model_v6.pdb,A0A2Y9LGI8
AF-A0A8C9D801-F1-model_v6.pdb,A0A8C9D801
AF-A0A2Y9JLG2-F1-model_v6.pdb,A0A2Y9JLG2
AF-A0A2Y9K369-F1-model_v6.pdb,A0A2Y9K369
AF-A0A2Y9KMP6-F1-model_v6.pdb,A0A2Y9KMP6
AF-A0A2Y9KP96-F1-model_v6.pdb,A0A2Y9KP96
AF-A0A2Y9KZM1-F1-model_v6.pdb,A0A2Y9KZM1
AF-A0A2Y9KRV0-F1-model_v6.pdb,A0A2Y9KRV0
AF-A0A2Y9K959-F1-model_v6.pdb,A0A2Y9K959
AF-A0A2Y9IKT7-F1-model_v6.pdb,A0A2Y9IKT7
AF-A0A2Y9KVB2-F1-model_v6.pdb,A0A2Y9KVB2
AF-A0A2Y9KAS5-F1-model_v6.pdb,A0A2Y9KAS5
AF-A0A2Y9JHE1-F1-model_v6.pdb,A0A2Y9JHE1
AF-A0A2Y9K9J2-F1-model_v6.pdb,A0A2Y9K9J2
AF-A0A2Y9K8A3-F1-model_v6.pdb,A0A2Y9K8A3
AF-A0A2Y9II27-F1-model_v6.pdb,A0A2Y9II27
AF-A0A2Y9KJ59-F1-model_v6.pdb,A0A2Y9KJ59
AF-A0A2Y9KYJ9-F1-model_v6.pdb,A0A2Y9KYJ9
AF-A0A2J8SYR9-F1-model_v6.pdb,A0A2J8SYR9
AF-A0A2Y9KCF3-F1-model_v6.pdb,A0A2Y9KCF3
AF-A0A8I5YSZ8-F1-model_v6.pdb,A0A8I5YSZ8
AF-A0A2J8TNW8-F1-model_v6.pdb,A0A2J8TNW8
AF-A0A2Y9IH11-F1-model_v6.pdb,A0A2Y9IH11
AF-A0A2Y9L9T3-F1-model_v6.pdb,A0A2Y9L9T3
AF-H2NQQ9-F1-model_v6.pdb,H2NQQ9
AF-A0A2J8XIW7-F1-model_v6.pdb,A0A2J8XIW7
AF-A0A2J8SIE0-F1-model_v6.pdb,A0A2J8SIE0
AF-H2NUA4-F1-model_v6.pdb,H2NUA4
AF-A0A2J8R427-F1-model_v6.pdb,A0A2J8R427
AF-A0A8I5TY60-F1-model_v6.pdb,A0A8I5TY60
AF-A0A2J8TG09-F1-model_v6.pdb,A0A2J8TG09
AF-H2PG96-F1-model_v6.pdb,H2PG96
AF-A0A2J8UE09-F1-model_v6.pdb,A0A2J8UE09
AF-A0A2J8S596-F1-model_v6.pdb,A0A2J8S596
AF-A0A8I5U1G3-F1-model_v6.pdb,A0A8I5U1G3
AF-A0A2J8SJG3-F1-model_v6.pdb,A0A2J8SJG3
AF-A0A2J8SIA7-F1-model_v6.pdb,A0A2J8SIA7
AF-A0A2J8RRQ4-F1-model_v6.pdb,A0A2J8RRQ4
AF-A0A2J8W9Y6-F1-model_v6.pdb,A0A2J8W9Y6
AF-H2NA95-F1-model_v6.pdb,H2NA95
AF-A0A2J8XIX8-F1-model_v6.pdb,A0A2J8XIX8
AF-K7EU66-F1-model_v6.pdb,K7EU66
AF-A0A2J8S597-F1-model_v6.pdb,A0A2J8S597
AF-H2PIG1-F1-model_v6.pdb,H2PIG1
AF-A0A2J8SU87-F1-model_v6.pdb,A0A2J8SU87
AF-A0A2J8VTJ8-F1-model_v6.pdb,A0A2J8VTJ8
AF-A0A8I5TD11-F1-model_v6.pdb,A0A8I5TD11
AF-A0A2J8WHC8-F1-model_v6.pdb,A0A2J8WHC8
AF-A0A2J8UNF8-F1-model_v6.pdb,A0A2J8UNF8
AF-A0A8I5U3V0-F1-model_v6.pdb,A0A8I5U3V0
AF-A0A8I5YPR1-F1-model_v6.pdb,A0A8I5YPR1
AF-A0A2J8SJG4-F1-model_v6.pdb,A0A2J8SJG4
AF-A0A8I5UCN4-F1-model_v6.pdb,A0A8I5UCN4
AF-A0A2J8R425-F1-model_v6.pdb,A0A2J8R425
AF-A0A2J8R412-F1-model_v6.pdb,A0A2J8R412
AF-A0A2J8SYQ6-F1-model_v6.pdb,A0A2J8SYQ6
AF-A0A4W2IAT6-F1-model_v6.pdb,A0A4W2IAT6
AF-A0A2J8TKM6-F1-model_v6.pdb,A0A2J8TKM6
AF-A0A2J8XJM8-F1-model_v6.pdb,A0A2J8XJM8
AF-A0A4W2GPT7-F1-model_v6.pdb,A0A4W2GPT7
AF-A0A2J8XJN7-F1-model_v6.pdb,A0A2J8XJN7
AF-A0A2J8SIA6-F1-model_v6.pdb,A0A2J8SIA6
AF-A0A4W2I4S2-F1-model_v6.pdb,A0A4W2I4S2
AF-A0A4W2CFE9-F1-model_v6.pdb,A0A4W2CFE9
AF-A0A4W2C7E8-F1-model_v6.pdb,A0A4W2C7E8
AF-A0A4W2HR31-F1-model_v6.pdb,A0A4W2HR31
AF-A0A4W2CEN2-F1-model_v6.pdb,A0A4W2CEN2
AF-A0A4W2FCC9-F1-model_v6.pdb,A0A4W2FCC9
AF-A0A4W2ELZ0-F1-model_v6.pdb,A0A4W2ELZ0
AF-A0A4W2CFD8-F1-model_v6.pdb,A0A4W2CFD8
AF-A0A4W2FM49-F1-model_v6.pdb,A0A4W2FM49
AF-A0A4W2CP25-F1-model_v6.pdb,A0A4W2CP25
AF-A0A4W2D4H0-F1-model_v6.pdb,A0A4W2D4H0
AF-A0A4W2IFD6-F1-model_v6.pdb,A0A4W2IFD6
AF-A0A4W2G2E2-F1-model_v6.pdb,A0A4W2G2E2
AF-A0A4W2E0S9-F1-model_v6.pdb,A0A4W2E0S9
AF-A0A4W2H2D8-F1-model_v6.pdb,A0A4W2H2D8
AF-A0A4W2E481-F1-model_v6.pdb,A0A4W2E481
AF-A0A4W2IFN6-F1-model_v6.pdb,A0A4W2IFN6
AF-A0A4W2C5C9-F1-model_v6.pdb,A0A4W2C5C9
AF-A0A4W2FCC8-F1-model_v6.pdb,A0A4W2FCC8
AF-A0A4W2DUL2-F1-model_v6.pdb,A0A4W2DUL2
AF-A0A4W2ELF7-F1-model_v6.pdb,A0A4W2ELF7
AF-A0A4W2HP84-F1-model_v6.pdb,A0A4W2HP84
AF-A0A4W2FEK7-F1-model_v6.pdb,A0A4W2FEK7
AF-A0A4W2I455-F1-model_v6.pdb,A0A4W2I455
AF-A0A4W2GGB8-F1-model_v6.pdb,A0A4W2GGB8
AF-A0A4W2CUL5-F1-model_v6.pdb,A0A4W2CUL5
AF-A0A4W2GHA3-F1-model_v6.pdb,A0A4W2GHA3
AF-A0A4W2CQX7-F1-model_v6.pdb,A0A4W2CQX7
AF-A0A4W2GFF9-F1-model_v6.pdb,A0A4W2GFF9
AF-A0A4W2DA47-F1-model_v6.pdb,A0A4W2DA47
AF-A0A4W2C5P7-F1-model_v6.pdb,A0A4W2C5P7
AF-A0A4W2CNN0-F1-model_v6.pdb,A0A4W2CNN0
AF-A0A4W2BUQ2-F1-model_v6.pdb,A0A4W2BUQ2
AF-A0A4W2HW38-F1-model_v6.pdb,A0A4W2HW38
AF-A0A4W2H8F6-F1-model_v6.pdb,A0A4W2H8F6
AF-A0A4W2E4G7-F1-model_v6.pdb,A0A4W2E4G7
AF-A0A4W2CD22-F1-model_v6.pdb,A0A4W2CD22
AF-A0A2I3TA85-F1-model_v6.pdb,A0A2I3TA85
AF-A0A4W2BZB3-F1-model_v6.pdb,A0A4W2BZB3
AF-A0A4W2H7G0-F1-model_v6.pdb,A0A4W2H7G0
AF-A0A4W2HDS2-F1-model_v6.pdb,A0A4W2HDS2
AF-A0A4W2HK58-F1-model_v6.pdb,A0A4W2HK58
AF-A0A2I3TH75-F1-model_v6.pdb,A0A2I3TH75
AF-A0A4W2C2X3-F1-model_v6.pdb,A0A4W2C2X3
AF-A0A2I3S6Q3-F1-model_v6.pdb,A0A2I3S6Q3
AF-A0A6D2XCU8-F1-model_v6.pdb,A0A6D2XCU8
AF-K7DSJ8-F1-model_v6.pdb,K7DSJ8
AF-H2RDK9-F1-model_v6.pdb,H2RDK9
AF-A0A2I3TU98-F1-model_v6.pdb,A0A2I3TU98
AF-A0A2J8JNR7-F1-model_v6.pdb,A0A2J8JNR7
AF-A0A2J8QEE0-F1-model_v6.pdb,A0A2J8QEE0
AF-A0A2J8K7Q0-F1-model_v6.pdb,A0A2J8K7Q0
AF-A0A803KI04-F1-model_v6.pdb,A0A803KI04
AF-A0A2J8KLQ5-F1-model_v6.pdb,A0A2J8KLQ5
AF-A0A6D2XER4-F1-model_v6.pdb,A0A6D2XER4
AF-A0A2I3RW46-F1-model_v6.pdb,A0A2I3RW46
AF-K7B958-F1-model_v6.pdb,K7B958
AF-A0A6D2WXB7-F1-model_v6.pdb,A0A6D2WXB7
AF-A0A2J8JNT5-F1-model_v6.pdb,A0A2J8JNT5
AF-A0A6D2WRG6-F1-model_v6.pdb,A0A6D2WRG6
AF-K7DS79-F1-model_v6.pdb,K7DS79
AF-A0A2I3RP02-F1-model_v6.pdb,A0A2I3RP02
AF-A0A2J8LNE8-F1-model_v6.pdb,A0A2J8LNE8
AF-H2R1M7-F1-model_v6.pdb,H2R1M7
AF-A0A2I3RBF6-F1-model_v6.pdb,A0A2I3RBF6
AF-A0A2J8MCL9-F1-model_v6.pdb,A0A2J8MCL9
AF-A0A2I3SK77-F1-model_v6.pdb,A0A2I3SK77
AF-H2RGZ4-F1-model_v6.pdb,H2RGZ4
AF-H2PY42-F1-model_v6.pdb,H2PY42
AF-A0A2I3REG8-F1-model_v6.pdb,A0A2I3REG8
AF-H2QC56-F1-model_v6.pdb,H2QC56
AF-K7BDT9-F1-model_v6.pdb,K7BDT9
AF-A0A2I3SXP3-F1-model_v6.pdb,A0A2I3SXP3
AF-K7DGZ0-F1-model_v6.pdb,K7DGZ0
AF-H2QAZ0-F1-model_v6.pdb,H2QAZ0
AF-A0A2J8LQ26-F1-model_v6.pdb,A0A2J8LQ26
AF-K7C3A3-F1-model_v6.pdb,K7C3A3
AF-H2R0P8-F1-model_v6.pdb,H2R0P8
AF-A0A6D2WJL3-F1-model_v6.pdb,A0A6D2WJL3
AF-A0A2J8JK12-F1-model_v6.pdb,A0A2J8JK12
AF-A0A2I3SCV0-F1-model_v6.pdb,A0A2I3SCV0
AF-A0A2J8K7Q4-F1-model_v6.pdb,A0A2J8K7Q4
AF-H2Q2J4-F1-model_v6.pdb,H2Q2J4
AF-H2QAC6-F1-model_v6.pdb,H2QAC6
AF-H2QR17-F1-model_v6.pdb,H2QR17
AF-A0A6D2Y3T5-F1-model_v6.pdb,A0A6D2Y3T5
AF-A0A2J8JSV3-F1-model_v6.pdb,A0A2J8JSV3
AF-A0A2J8MCM0-F1-model_v6.pdb,A0A2J8MCM0
AF-A0A6D2XCU9-F1-model_v6.pdb,A0A6D2XCU9
AF-A0A6D2YCG0-F1-model_v6.pdb,A0A6D2YCG0
AF-A0A663DF56-F1-model_v6.pdb,A0A663DF56
AF-A0A2J8JNV8-F1-model_v6.pdb,A0A2J8JNV8
AF-H2QUG7-F1-model_v6.pdb,H2QUG7
AF-A0A2J8QHN9-F1-model_v6.pdb,A0A2J8QHN9
AF-A0A2J8KH63-F1-model_v6.pdb,A0A2J8KH63
AF-A0A2J8LQ36-F1-model_v6.pdb,A0A2J8LQ36
AF-A0A2I3RS52-F1-model_v6.pdb,A0A2I3RS52
AF-A0A6D2WU72-F1-model_v6.pdb,A0A6D2WU72
AF-A0A2I3RNC0-F1-model_v6.pdb,A0A2I3RNC0
AF-H2Q734-F1-model_v6.pdb,H2Q734
AF-K7D6L9-F1-model_v6.pdb,K7D6L9
AF-A0A2I3T4P3-F1-model_v6.pdb,A0A2I3T4P3
AF-H2Q923-F1-model_v6.pdb,H2Q923
AF-H2QDY9-F1-model_v6.pdb,H2QDY9
AF-A0A2J8J9W4-F1-model_v6.pdb,A0A2J8J9W4
AF-A0A6D2XDM1-F1-model_v6.pdb,A0A6D2XDM1
AF-A0A2J8QEE9-F1-model_v6.pdb,A0A2J8QEE9
AF-H2R4F2-F1-model_v6.pdb,H2R4F2
AF-K7BKG2-F1-model_v6.pdb,K7BKG2
AF-A0A2J8MRH0-F1-model_v6.pdb,A0A2J8MRH0
AF-A0A2I3SU67-F1-model_v6.pdb,A0A2I3SU67
AF-H2QG38-F1-model_v6.pdb,H2QG38
AF-A0A6D2XRB6-F1-model_v6.pdb,A0A6D2XRB6
AF-A0A2J8MRG7-F1-model_v6.pdb,A0A2J8MRG7
AF-K7BMD4-F1-model_v6.pdb,K7BMD4
AF-A0A2J8JK32-F1-model_v6.pdb,A0A2J8JK32
AF-A0A2I3RTK3-F1-model_v6.pdb,A0A2I3RTK3
AF-A0A2J8PCR8-F1-model_v6.pdb,A0A2J8PCR8
AF-A0A2J8NNT3-F1-model_v6.pdb,A0A2J8NNT3
AF-A0A2J8QEE2-F1-model_v6.pdb,A0A2J8QEE2
AF-A0A6D2XN57-F1-model_v6.pdb,A0A6D2XN57
AF-A0A6D2XDV9-F1-model_v6.pdb,A0A6D2XDV9
AF-K7CR06-F1-model_v6.pdb,K7CR06
AF-A0A2I3S5Y7-F1-model_v6.pdb,A0A2I3S5Y7
AF-H2Q9A7-F1-model_v6.pdb,H2Q9A7
AF-A0A2J8M5K2-F1-model_v6.pdb,A0A2J8M5K2
AF-A0A2I3T3G1-F1-model_v6.pdb,A0A2I3T3G1
AF-A0A2J8NX90-F1-model_v6.pdb,A0A2J8NX90
AF-H2QCU4-F1-model_v6.pdb,H2QCU4
AF-A0A2I3RQV6-F1-model_v6.pdb,A0A2I3RQV6
AF-A0A2J8PYX0-F1-model_v6.pdb,A0A2J8PYX0
AF-A0A2J8MCL4-F1-model_v6.pdb,A0A2J8MCL4
AF-A0A2J8K9U5-F1-model_v6.pdb,A0A2J8K9U5
AF-A0A2J8PCR2-F1-model_v6.pdb,A0A2J8PCR2
AF-A0A2J8QEG5-F1-model_v6.pdb,A0A2J8QEG5
AF-H2PYE4-F1-model_v6.pdb,H2PYE4
AF-K7DIN6-F1-model_v6.pdb,K7DIN6
AF-A0A803KIC7-F1-model_v6.pdb,A0A803KIC7
AF-H2RC84-F1-model_v6.pdb,H2RC84
AF-A0A2I3SRV0-F1-model_v6.pdb,A0A2I3SRV0
AF-H2R6M7-F1-model_v6.pdb,H2R6M7
AF-A0A6D2WNK0-F1-model_v6.pdb,A0A6D2WNK0
AF-A0A2I3T6F7-F1-model_v6.pdb,A0A2I3T6F7
AF-A0A6D2W3Y3-F1-model_v6.pdb,A0A6D2W3Y3
AF-A0A2I3TB52-F1-model_v6.pdb,A0A2I3TB52
AF-A0A6D2WG25-F1-model_v6.pdb,A0A6D2WG25
AF-A0A2J8MDB9-F1-model_v6.pdb,A0A2J8MDB9
AF-A0A6D2WCP7-F1-model_v6.pdb,A0A6D2WCP7
AF-A0A6D2WA37-F1-model_v6.pdb,A0A6D2WA37
AF-K7B769-F1-model_v6.pdb,K7B769
AF-A0A2J8MDC0-F1-model_v6.pdb,A0A2J8MDC0
AF-K7CGR5-F1-model_v6.pdb,K7CGR5
AF-A0A8C9DVY7-F1-model_v6.pdb,A0A8C9DVY7
AF-A0A8C8ZCX4-F1-model_v6.pdb,A0A8C8ZCX4
AF-A0A8C9A2B9-F1-model_v6.pdb,A0A8C9A2B9
AF-A0A8C9AW25-F1-model_v6.pdb,A0A8C9AW25
AF-A0A8C8YQG6-F1-model_v6.pdb,A0A8C8YQG6
AF-A0A8C8YZ39-F1-model_v6.pdb,A0A8C8YZ39
AF-A0A8C9DEY4-F1-model_v6.pdb,A0A8C9DEY4
AF-A0A8C9DHG8-F1-model_v6.pdb,A0A8C9DHG8
AF-A0A8C9APP8-F1-model_v6.pdb,A0A8C9APP8
AF-A0A8C8Z9L1-F1-model_v6.pdb,A0A8C8Z9L1
AF-A0A8C9ABM4-F1-model_v6.pdb,A0A8C9ABM4
AF-A0A8C9AL56-F1-model_v6.pdb,A0A8C9AL56
AF-A0A8C8Z9E1-F1-model_v6.pdb,A0A8C8Z9E1
AF-A0A8C8YVC8-F1-model_v6.pdb,A0A8C8YVC8
AF-A0A8C8Z8H0-F1-model_v6.pdb,A0A8C8Z8H0
AF-A0A8C9AI55-F1-model_v6.pdb,A0A8C9AI55
AF-A0A8C9DLU2-F1-model_v6.pdb,A0A8C9DLU2
AF-A0A8C9DRA9-F1-model_v6.pdb,A0A8C9DRA9
AF-A0A8C8ZMH4-F1-model_v6.pdb,A0A8C8ZMH4
AF-A0A8C9AIE8-F1-model_v6.pdb,A0A8C9AIE8
AF-A0A8C9A7L0-F1-model_v6.pdb,A0A8C9A7L0
AF-A0A8C9DJ15-F1-model_v6.pdb,A0A8C9DJ15
AF-A0A8C8YXP1-F1-model_v6.pdb,A0A8C8YXP1
AF-A0A8C9DKU1-F1-model_v6.pdb,A0A8C9DKU1
AF-A0A8C9ADT0-F1-model_v6.pdb,A0A8C9ADT0
AF-A0A8C8Z168-F1-model_v6.pdb,A0A8C8Z168
AF-A0A8C8YYQ3-F1-model_v6.pdb,A0A8C8YYQ3
AF-A0A8C8YZ56-F1-model_v6.pdb,A0A8C8YZ56
AF-A0A5N4EDJ0-F1-model_v6.pdb,A0A5N4EDJ0
AF-A0A5N4C8M8-F1-model_v6.pdb,A0A5N4C8M8
AF-A0A5N4C8P2-F1-model_v6.pdb,A0A5N4C8P2
AF-A0A2K5MZY7-F1-model_v6.pdb,A0A2K5MZY7
AF-A0A2K5LYE3-F1-model_v6.pdb,A0A2K5LYE3
AF-A0A2K5LKU8-F1-model_v6.pdb,A0A2K5LKU8
AF-A0A2K5NWJ1-F1-model_v6.pdb,A0A2K5NWJ1
AF-A0A2K5M0C2-F1-model_v6.pdb,A0A2K5M0C2
AF-A0A2K5M2E8-F1-model_v6.pdb,A0A2K5M2E8
AF-A0A2K5MG00-F1-model_v6.pdb,A0A2K5MG00
AF-A0A2K5P219-F1-model_v6.pdb,A0A2K5P219
AF-A0A2K5KU48-F1-model_v6.pdb,A0A2K5KU48
AF-A0A2K5NND3-F1-model_v6.pdb,A0A2K5NND3
AF-A0A2K5KYM2-F1-model_v6.pdb,A0A2K5KYM2
AF-A0A2K5LB80-F1-model_v6.pdb,A0A2K5LB80
AF-A0A2K5NY75-F1-model_v6.pdb,A0A2K5NY75
AF-A0A2K5M0A1-F1-model_v6.pdb,A0A2K5M0A1
AF-A0A2K5NNX5-F1-model_v6.pdb,A0A2K5NNX5
AF-A0A2K5NPH7-F1-model_v6.pdb,A0A2K5NPH7
AF-A0A2K5L076-F1-model_v6.pdb,A0A2K5L076
AF-A0A2K5MN48-F1-model_v6.pdb,A0A2K5MN48
AF-A0A2K5KU63-F1-model_v6.pdb,A0A2K5KU63
AF-A0A2K5L057-F1-model_v6.pdb,A0A2K5L057
AF-A0A2K5M2D2-F1-model_v6.pdb,A0A2K5M2D2
AF-A0A2K5LZ71-F1-model_v6.pdb,A0A2K5LZ71
AF-A0A2K5MMD6-F1-model_v6.pdb,A0A2K5MMD6
AF-A0A2K5NYE7-F1-model_v6.pdb,A0A2K5NYE7
AF-A0A2K5NYA8-F1-model_v6.pdb,A0A2K5NYA8
AF-A0A2K5NHX7-F1-model_v6.pdb,A0A2K5NHX7
AF-A0A2K5ME49-F1-model_v6.pdb,A0A2K5ME49
AF-A0A2K5LZ44-F1-model_v6.pdb,A0A2K5LZ44
AF-A0A2K5NY69-F1-model_v6.pdb,A0A2K5NY69
AF-A0A2K5N2R6-F1-model_v6.pdb,A0A2K5N2R6
AF-A0A2K5P1Z1-F1-model_v6.pdb,A0A2K5P1Z1
AF-A0A2K5LZ65-F1-model_v6.pdb,A0A2K5LZ65
AF-A0A2K5NYG6-F1-model_v6.pdb,A0A2K5NYG6
AF-A0A2K5LYD4-F1-model_v6.pdb,A0A2K5LYD4
AF-A0A2K5LYH4-F1-model_v6.pdb,A0A2K5LYH4
AF-A0A2K5MN57-F1-model_v6.pdb,A0A2K5MN57
AF-A0A2K5MHK0-F1-model_v6.pdb,A0A2K5MHK0
AF-A0A2K5NVJ1-F1-model_v6.pdb,A0A2K5NVJ1
AF-A0A2K5LZ54-F1-model_v6.pdb,A0A2K5LZ54
AF-A0A2K5MK49-F1-model_v6.pdb,A0A2K5MK49
AF-A0A2K5NYF2-F1-model_v6.pdb,A0A2K5NYF2
AF-A0A2K5NHP7-F1-model_v6.pdb,A0A2K5NHP7
AF-A0A2K5LKS0-F1-model_v6.pdb,A0A2K5LKS0
AF-A0A2K5LKR4-F1-model_v6.pdb,A0A2K5LKR4
AF-A0A2K5L032-F1-model_v6.pdb,A0A2K5L032
AF-A0A2K5LZ37-F1-model_v6.pdb,A0A2K5LZ37
AF-A0A2K5MG01-F1-model_v6.pdb,A0A2K5MG01
AF-A0A2K5L0C1-F1-model_v6.pdb,A0A2K5L0C1
AF-A0A2K5LB88-F1-model_v6.pdb,A0A2K5LB88
AF-A0A2K5NYS1-F1-model_v6.pdb,A0A2K5NYS1
AF-A0A2K5MSB6-F1-model_v6.pdb,A0A2K5MSB6
AF-A0A2K5NP49-F1-model_v6.pdb,A0A2K5NP49
AF-A0A2K5LLP4-F1-model_v6.pdb,A0A2K5LLP4
AF-A0A7F8PZM3-F1-model_v6.pdb,A0A7F8PZM3
AF-A0A7F8QY78-F1-model_v6.pdb,A0A7F8QY78
AF-A0A7F8PZU7-F1-model_v6.pdb,A0A7F8PZU7
AF-M3W1Y6-F1-model_v6.pdb,M3W1Y6
AF-A0A7F8RN64-F1-model_v6.pdb,A0A7F8RN64
AF-A0A2K5MHC8-F1-model_v6.pdb,A0A2K5MHC8
AF-A0A2U3YTG3-F1-model_v6.pdb,A0A2U3YTG3
AF-A0A337S8A8-F1-model_v6.pdb,A0A337S8A8
AF-A0A2I2V124-F1-model_v6.pdb,A0A2I2V124
AF-A0A337SWN5-F1-model_v6.pdb,A0A337SWN5
AF-A0A5F5XTQ4-F1-model_v6.pdb,A0A5F5XTQ4
AF-A0A5F5XHP3-F1-model_v6.pdb,A0A5F5XHP3
AF-A0A7F8QG95-F1-model_v6.pdb,A0A7F8QG95
AF-A0A7F8RT28-F1-model_v6.pdb,A0A7F8RT28
AF-A0A337SQ95-F1-model_v6.pdb,A0A337SQ95
AF-A0A7F8R1N9-F1-model_v6.pdb,A0A7F8R1N9
AF-A0A2U3YL46-F1-model_v6.pdb,A0A2U3YL46
AF-A0A5F5Y3Y4-F1-model_v6.pdb,A0A5F5Y3Y4
AF-A0A2I2UXG0-F1-model_v6.pdb,A0A2I2UXG0
AF-A0A2U3YTE6-F1-model_v6.pdb,A0A2U3YTE6
AF-A0A7F8PX47-F1-model_v6.pdb,A0A7F8PX47
AF-A0A2I2UXY0-F1-model_v6.pdb,A0A2I2UXY0
AF-A0A337SA98-F1-model_v6.pdb,A0A337SA98
AF-A0A2I2V1F7-F1-model_v6.pdb,A0A2I2V1F7
AF-A0A2I2UHB4-F1-model_v6.pdb,A0A2I2UHB4
AF-A0A2U3X9T4-F1-model_v6.pdb,A0A2U3X9T4
